source_uid,station_id,source_name,descriptionDataset,data_repository_ftp,wmo_id,station_name,lat,lon,elev, fips_code,country,continent,station_data_policy,station_data_type,data_update_status,station_metadata_link,timestep,ver,obs_freq,obs_time_GMT,Wind_speed _start_date,Wind_speed _end_date,Wind_speed _start_year,Wind_speed _end_year,Wind_direction_start_year,Wind_direction_end_year,Sea_Level_Pressure _start_year,Sea_Level_Pressure_end_year
1000223,LICF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,MESSINA,38.2,15.55,51,IT,Italy,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11325,42771,01/01/1931,05/02/2017
1000223,LIEO    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,OLBIACOSTASMERALDA,40.898661,9.517628,11.27,IT,Italy,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11328,42771,04/01/1931,05/02/2017
1000223,LIML    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LINATE,45.445103,9.276739,107.59,IT,Italy,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11327,42771,04/01/1931,05/02/2017
1000223,LIRQ    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,FIRENZE,43.809953,11.2051,43.89,IT,Italy,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1931,05/02/2017,1931,2017,11325,42771,02/01/1931,05/02/2017
1000223,LMML    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LUQA,35.857497,14.4775,91.44,MT,Malta,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11327,42771,04/01/1931,05/02/2017
1000223,LOWI    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,INNSBRUCK,47.260219,11.343964,580.94,AU,Austria,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11327,42771,04/01/1931,05/02/2017
1000223,LOWK    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,KLAGENFURT(CIV/MIL),46.65,14.333333,452,AU,Austria,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,07/01/1931,05/02/2017,1931,2017,11347,42771,07/01/1931,05/02/2017
1000223,LPPD    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,PONTADELGADA,37.741184,-25.69787,78.94,PO,Portugal,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1931,05/02/2017,1931,2017,11326,42771,03/01/1931,05/02/2017
1000223,LPPR    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,PORTO,41.248055,-8.681389,69.49,PO,Portugal,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1931,05/02/2017,1931,2017,11326,42771,03/01/1931,05/02/2017
1000223,LPPT    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LISBOA,38.781311,-9.135919,113.99,PO,Portugal,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1931,05/02/2017,1931,2017,11326,42771,03/01/1931,04/10/2003
1000223,LRBS    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,AURELVLAICU,44.503194,26.102111,90.52,RO,Romania,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,06/01/1931,05/02/2017,1931,2017,11329,42771,06/01/1931,05/02/2017
1000223,LSZB    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,BERNBELP,46.9141,7.497153,510.23,SZ,Switzerland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1931,05/02/2017,1931,2017,11327,42771,03/01/1931,31/05/1939
1000223,SABA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,BUENOSAIRES(OBS),-34.58333,-58.48333,25,AR,Argentina,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,05/02/2017
1000223,SBBI    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,BACACHERI,-25.40507,-49.23203,931.77,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,25/09/2007
1000223,SBCF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,TANCREDONEVESINTL,-19.63375,-43.96885,827.53,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,25/09/2007
1000223,SBCO    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,CANOAS,-29.94594,-51.14436,7.92,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,25/09/2007
1000223,SBCP    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,BARTOLOMEULISANDRO,-21.69833,-41.30166,17.37,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,05/02/2017
1000223,SBCR    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,CORUMBAINTL,-19.01193,-57.67305,140.51,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,26/10/2016
1000223,SBFN    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,FERNANDODENORONHA,-3.854928,-32.42333,58.82,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,05/02/2017
1000223,SBGL    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,GALEAOANTONIOCARLOSJOBIM,-22.8089,-43.24364,8.53,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,05/02/2017
1000223,SBJF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,FRANCISCODEASSIS,-21.7915,-43.38677,911.04,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,04/02/2017,1931,2017,11324,42770,01/01/1931,04/02/2017
1000223,SBKG    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,PRESIDENTEJOAOSUASSUNA,-7.269917,-35.89636,501.7,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,08/01/1931,05/02/2017,1931,2017,11331,42771,08/01/1931,05/02/2017
1000223,SBPC    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,POCOSDECALDAS,-21.84301,-46.56791,1260.34,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,04/02/2017,1931,2017,11324,42770,01/01/1931,13/06/1989
1000223,SBRF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,GUARARAPESGILBERTOFREYREINTL,-8.126486,-34.92359,10.05,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11327,42771,04/01/1931,05/02/2017
1000223,SBSP    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,CONGONHAS,-23.62669,-46.65537,801.92,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1931,05/02/2017,1931,2017,11324,42771,01/01/1931,28/02/2012
1000223,SBTE    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,SENADORPETRONIOPORTELLA,-5.059942,-42.82347,66.75,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11335,42771,04/01/1931,05/02/2017
1000223,SBUG    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,RUBEMBERTA,-29.78217,-57.03818,78.02,BR,Brazil,South America,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1931,05/02/2017,1931,2017,11326,42771,02/01/1931,04/02/2014
1000223,UHHH    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,NOVY,48.528044,135.18836,74.98,RS,Russian Federation,Asia,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,31/12/1931,05/02/2017,1931,2017,11688,42771,31/12/1931,05/02/2017
1000223,ULAA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,TALAGI,64.600281,40.716667,18.89,RS,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1931,05/02/2017,1931,2017,11327,42771,04/01/1931,05/02/2017
1000223,ULLI    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,PULKOVO,59.800292,30.262503,24.07,RS,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/04/1931,05/02/2017,1931,2017,11414,42771,01/04/1931,05/02/2017
1000223,UMBB    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,BREST,52.108334,23.898056,142.64,BO,Belarus,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,10/01/1931,05/02/2017,1931,2017,11333,42771,10/01/1931,05/02/2017
1000220,3814,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3814,LIZARD,49.95,-5.183,57,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,10/05/1932,31/08/2002,1932,2002,10/05/1932,31/08/2002,10/05/1932,31/07/2002
1000220,10499,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10499,MISSING,51.167,14.95,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1932,24/03/1993,1932,1993,04/01/1932,24/03/1993,04/01/1932,24/03/1993
1000220,10535,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10535,MISSING,50.817,9.133,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/03/1932,24/03/1993,1932,1993,01/03/1932,24/03/1993,01/03/1932,24/03/1993
1000220,10846,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10846,MISSING,48.933,10.55,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/05/1932,31/12/1943,1932,1943,05/05/1932,31/12/1943,05/05/1932,31/12/1943
1000220,12299,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-12299,STAREKUROWO,52.7,16.383,11,PL,Poland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/08/1932,30/06/1942,1932,1942,02/08/1932,30/06/1942,01/08/1932,31/12/1941
1000220,16606,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16606,SERRAI,41.0765,23.5294,35,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,05/02/2017,1932,2017,01/11/1932,05/02/2017,01/11/1932,05/02/2017
1000220,16613,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16613,FLORINA,40.8047,21.4281,662,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,05/02/2017,1932,2017,01/11/1932,05/02/2017,01/11/1932,05/02/2017
1000220,16642,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16642,IOANNINA(AIRPORT),39.696388,20.8225,483,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,04/02/2017,1932,2017,01/11/1932,13/09/2015,01/11/1932,04/02/2017
1000220,16675,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16675,LAMIA,38.883333,22.433333,13.76,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,17/01/2017,1932,2017,01/11/1932,17/01/2017,01/11/1932,17/01/2017
1000220,16689,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16689,PATRAI,38.25,21.733,3,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,24/10/2006,1932,2006,01/11/1932,24/10/2006,01/11/1932,20/05/1970
1000220,16719,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16719,ZAKINTHOS,37.783333,20.883333,4,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,05/02/2017,1932,2017,01/11/1932,05/02/2017,01/11/1932,05/02/2017
1000220,16738,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-16738,MILOS,36.7386,24.4293,168.35,GR,Greece,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/11/1932,05/02/2017,1932,2017,01/11/1932,05/02/2017,12/12/1932,05/02/2017
1000220,20087,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-20087,MGMSIM.G.F.USHAKOVA,79.55,90.566666,8,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,20353,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-20353,MYSZHELANIYA,76.95,68.55,8,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1932,29/01/2015,1932,2015,14/01/1932,29/01/2015,03/01/1932,30/01/2015
1000220,20649,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-20649,MAMOCKINSAR,73.233,56.683,43,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1932,16/09/1958,1932,1958,02/01/1932,16/09/1958,02/01/1932,16/09/1958
1000220,20674,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-20674,OSTROVDIKSON,73.5,80.4,47,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,04/02/2017,1932,2017,01/01/1932,04/02/2017,01/01/1932,05/02/2017
1000220,20946,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-20946,IMEKFEDOROVA,70.45,59.083333,12.21,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,03/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22149,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22149,KACHALOVKA,67.983,39.817,149,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,30/11/1989,1932,1989,01/01/1932,30/11/1989,01/01/1932,30/11/1989
1000220,22217,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22217,KANDALAKSHA,67.15,32.35,25,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,02/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22471,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22471,MEZEN',65.866666,44.216666,19,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22522,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22522,KEM',64.95,34.65,8,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,28/06/2006,1932,2006,01/01/1932,28/06/2006,01/01/1932,28/06/2006
1000220,22583,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22583,KOJNAS,64.75,47.65,64,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22768,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22768,SHENKURSK,62.1,42.9,45,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22820,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22820,PETROZAVODSK,61.885161,34.154744,110,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22837,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22837,VYTEGRA,61.016666,36.45,56,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,12/01/1932,05/02/2017,1932,2017,13/01/1932,05/02/2017,12/01/1932,05/02/2017
1000220,22867,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22867,VEL'SK,61.083333,42.066666,91,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,03/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22939,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22939,BELOZERSK,60.016666,37.75,131,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,22981,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22981,VELIKIJUSTJUG,60.766666,46.25,99,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23032,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23032,MARESALE,69.716666,66.8,25,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23205,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23205,NAR'JAN-MAR,67.633333,53.033333,12,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23242,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23242,NOVYJPORT,67.683333,72.883333,12,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23330,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23330,SALEHARD,66.533333,66.666666,16,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23405,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23405,UST'-CIL'MA,65.433333,52.266666,68,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
1000220,23472,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23472,TURUHANSK,65.783333,87.933333,38,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,06/01/1932,05/02/2017,1932,2017,06/01/1932,05/02/2017,06/01/1932,05/02/2017
1000220,23631,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-23631,BEREZOVO,63.933333,65.05,32,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1932,05/02/2017,1932,2017,01/01/1932,05/02/2017,01/01/1932,05/02/2017
